FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,INFOESP
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7312,4344,Monumento a Larios,"Periodo: Siglo XIX. Monumento dedicado a Manuel Domingo Larios y Larios, segundo Marqués de Larios. Su obra de mayor protección social y urbana para Málaga sería la construcción de la calle que lleva su nombre, razón por la cual el Ayuntamiento promovió la construcción de un monumento en su honor, localizado desde su inauguración en 1899 en la confluencia de los ejes de la Alameda y calle Larios. El monumento, realizado por Mariano Benlliure, está diseñado en bronce y se asienta sobre un pedestal de mármol en el que se muestra una serie de relieves. Presenta al Marqués de Larios de pie, sobre un gran pedestal y flanqueado por las figuras de un hombre que sostiene un pico y un azadón sobre el hombro, que representa al trabajo. Y una mujer semidesnuda presenta en ofrenda un niño al Marqués de Larios, la cual, se identifica con la ciudad de Málaga agradecida, como indica la placa colocada en el propio monumento.","ALAMEDA PRINCIPAL, 1 ",POINT (373088.29563034646 4064505.3097763415),,,,,,MUNICIPAL,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7311,4324,Cementerio de San Miguel,"El Cementerio Histórico de San Miguel esta situado en el centro de la ciudad, en la barriada de Capuchinos, se construyó según diseño del arquitecto  Mitjana siendo  bendecido en 1810 y  terminanda su construcción en 1829 .De estilo neoclásico es uno de los cementerios monumentales mas importantes de España.

Allí reposan en magníficos panteones los personajes mas ilustres de la burguesía malagueña del XIX que jugaron un  papel  esencial en el desarrollo de la ciudad.  En el Cementerio de San Miguel también dejaron su huella los artistas, técnicos y artesanos  más relevantes de aquella Málaga, como Jerónimo Cuervo, Manuel Rivera Valentín, José Trigueros o Guerrero Strachan, Adrián Risueño, o Gutiérrez de León, entre otros.
Allí están enterrados muchos personajes significativos de la historia de la ciudad como, Salvador Rueda, José Denis Belgrano, José Moreno Carbonero, Salvador González Anaya ,Eduardo Ocón, Rafael Salinas, etc. 
 En la actualidad, continua el proceso de restauración y conservación  iniciado hace algun tiempo  para mantener el recinto monumental como testigo de la historia teniendo los malagueños la posibilidad de seguir utilizándolo para la reinhumacion de cenizas.","PLAZA DEL PATROCINIO, 3 ",POINT (373343.25654085056 4066155.054280759),http://cementeriosanmiguel.malaga.eu,,,10:00 a 18:00 h. Todos los días,,MUNICIPAL,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7310,4359,Palacio del Marqués de la Sonora,"Periodo: Siglo XVIII. Es una de las pocas mansiones antiguas que se conservan en calle Granada. El edificio fue mandado construir en 1789 por Félix Solacio, asentista de la Fábrica de Naipes de Macharaviaya, aunque con posterioridad pasó a ser propiedad de la familia Gálvez. La fachada se constituyó en la obra cumbre de la arquitectura doméstica de su época y de otras muchas, que tomaron de ella el diseño de vanos, cierres y decoraciones de hierro forjado, portadas, áticos, etc. Consta de tres pisos. La portada es de piedra y está dotada de elementos como pilastras cajeadas, modillones y entablamento, muy movido con friso de guirnaldas y florones. Encima se coloca un ático con el escudo de armas de los Gálvez en el centro. Tras la portada se puede observar el zaguán, al fondo del cual surge la escalera, que cuenta también con una bella portada de mármol, que disminuye de volumen hacia arriba. Esta está compuesta por dos columnas toscanas, sobre las que van dos jarrones, a partir de los cuales el entablamento se remete, conformando frontones curvos y rotos en varios gradientes y finalizando en un ático curvo, del que sobresalen hojas de palma.","CALLE GRANADA, 60 ",POINT (373351.3393050354 4064963.1674482846),,,,,,MUNICIPAL,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-730f,4341,Jardines de Pedro Luis Alonso,"Se trata de las más pura muestra de jardín mediterráneo o formalista en Málaga. El diseño es obra del arquitecto Guerrero Strachan, autor de la mayoría de las recreaciones de jardines historicistas de la ciudad. Este jardín, que lleva el nombre del primer alcalde de la postguerra, fue trazado en 1945 siguiendo los cánones del jardín latino; en él aparecen características tanto de jardines hispanomusulmanes como afrancesados:  arriates con setos bajos para proporcionar color y simetría, naranjos que dan sombra, color y aroma; los estanques contrastan y prestan sensación de frescor y sonidos con los surtidores; la pajarera y el estanque grande dan cobijo a algunas aves que distraen con el colorido, canto y movimiento.
Este diseño constituye, además, una ingeniosa transición entre el Parque y Puerta Oscura; el jardín armoniza igualmente tanto con los muros de la Alcazaba y Gibralfaro como con el Ayuntamiento. En pocos lugares de Málaga se muestra tan claramente como aquí el binomio arquitectónico-botánico.","CALLE ROMA, 1 ",POINT (373671.5673677601 4064799.790094742),,,,,,MUNICIPAL,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-730e,4355,Palacio de Villalcázar,"Periodo: Siglo XVIII.La actual sede de la Cámara de Comercio ha sido conocida durante más de dos siglos como Palacio de Villalcázar, a pesar de que fuera construido por el Conde de Buenavista. Después de la muerte del Conde estas construcciones fueron heredadas por el Conde de Villalcázar. Es difícil apreciar su trazado original, ya que es un edificio que ha sufrido numerosas restauraciones, la ultima de las cuales se ha debido a su adaptación como sede de la Cámara de Comercio. En su interior destacan las enormes columnas de mármol de su patio portificado y en el exterior la portada de piedra, el balcón corrido de la planta principal y la torre mirador en un ángulo, desde donde sus propietarios podían divisar el mar y el puerto por encima de la muralla. Tras el derribo de este sector de la muralla de Málaga y la construcción de la Aduana, la fachada adquiere mayor empaque al poder ser contemplada desde mayor distancia.","CALLE CORTINA DEL MUELLE, 23 ",POINT (373377.47763179464 4064733.5516077853),http://www.camaramalaga.com,,,,,PRIVADA,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-730d,4334,Escultura Points of View,"La escultura 'Points of View', del británico Tony Cragg, se exhibe en la ciudad de Málaga, en la confluencia de las calles Larios y Strachan, desde el 2 de agosto de 2005. La obra, realizada en bronce, es la primera pieza del artista que se instala de forma permanente en un espacio público en España. La ubicación de esta obra se enmarca en el programa municipal de escultura Málaga, Ciudad Museo, que comenzó en 2002 con la colocación de diversas obras diseñadas específicamente para este proyecto por artistas como Miquel Navarro, Chema Alvargonzález y Jaume Plensa. El Centro de Arte Contemporáneo ya acogió una exposición de Tony Cragg en 2003, 'Signs of Life'. Además, el CAC Málaga exhibe en su selección de la colección permanente, Paisaje Humano, la obra del artista británico Sin título (Messengers in wood, 2003). Las obras de Tony Cragg se caracterizan por sus formas aerodinámicas y siluetas llenas de vitalidad. Sus piezas, la mayoría de gran tamaño, reflejan la combinación de su destreza en la escultura y de sus conocimientos científicos como técnico de laboratorio. Los materiales que utiliza para la realización de sus trabajos tienen distintos orígenes, desde objetos encontrados en lugares como playas o ciudades hasta fragmentos de objetos de plástico.","CALLE STRACHAN, 7 ",POINT (373110.2536880514 4064717.1073489776),,,,Exposición pública 24 horas 365 días del año.,,MUNICIPAL,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-730c,4322,Capilla del Agua,"Periodo: Siglo XIX.

La capilla del Agua o del Rescate, por venerarse actualmente en ella las imágenes procesionales del Cristo del Rescate y de la Virgen de Gracia, es una pequeña capilla de origen procesional, de 1800.

La capilla de estilo barroco, y con aire muy popular, encarna el tipo de capilla callejera adosada. Su espacio interior, es de planta poligonal irregular, cubierto de bóvedas semiesférica decorada con yeserías. La fachada, tiene un gran arco de medio punto, a través del cual se muestran las imágenes a la veneración popular. El conjunto se remata exteriormente con un doble ático y un cupulín hexagonal con adornos de cerámica Las imágenes del interior son esculturas de vestir, en madera policromada, realizadas en la década de los cincuenta por el escultor Castillo Lastrucci, pues las primitivas desaparecieron en la Guerra Civíl. Enfrente, en otro edificio se encuentra la Casa-Hermandad de esta Cofradía, donde guardan los tronos para procesionar a estas imágenes.","CALLE AGUA, 1 ",POINT (373691.65755197767 4065394.4493068475),,,,,,PRIVADA,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-730b,4304,Catedral y Museo Catedralicio,"Siglos XVI al XVIII. La Catedral de la Encarnación se levanta en el lugar que ocupara la Mezquita-Aljama, o mezquita mayor de la ciudad, durante los ocho siglos de dominio musulmán. Iniciada su construcción en la primera mitad del siglo XVI y continuada a lo largo del XVII y XVIII, es obra inacabada a la que falta el remate de la fachada principal y completar la torre sur; este hecho ha venido, con el tiempo, a dotar al templo de un aspecto singular que lo caracteriza y es el origen de su nombre popular, ""La Manquita"". De su interior cabe destacar la obra escultórica del coro, con 42 tallas realizadas por Pedro de Mena, y los dos órganos, magníficos instrumentos musicales -cuentan con más de 4.000 tubos-, raros ejemplares del siglo XVIII que aún se conservan en buen uso. Alberga el Museo Catedralicio.","CALLE MOLINA LARIO, 9 ",POINT (373187.20267343963 4064785.8726948113),,,,"Invierno: 
10:00 a 18:30 h. de lunes a viernes,
Sábados: 10:00 a 18:30 h.
Dom. y fest.: 14:00 a 18:30 h.
Verano: 
10:00 a 21:00 h.
Sábados: 10:00 a 18:30 h.
Dom.y fest.: 14:00 a 18:30 h.","Catedral + Ars Málaga:
General: 6 euros
Grupos: 4 euros 
Mayores 65: 5,50 euros 
Niños de 13 a 18 y Univ. hasta 25: 3 euros 
Gratuita: Niños hasta 12 años, paxs con discapacidades diferentes y malagueños 
Catedral + Ars Málaga + Cubiertas: 
General: 10 euros 
Reducida: 9 euros 
Grupos: 6 euros 
Red. jov. 7 euros 
C.Málaga: 3 euros
Cubiertas: 
6 euros(general),
3 euros: malagueño
Red. y adic: 4 euros",PRIVADA,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-730a,4325,Acueducto de San Telmo,"Periodo: Siglo XVIII.

Situado sobre el arroyo de Humaina, es una obra colosal del sistema hidráulico. Está construido en ladrillo y posee 75m de longitud, 15 de altura y 4 ojos de 7m de diámetro, siendo su espesor de 2,5m en la parte superior y en 5,8 en la inferior. Las pilas tienen un grueso de 3, 34m. Los pilares son de planta cuadrada, disponiendo sus tamajares en forma de proa (agujas arriba) y circulares (agujas abajo). El paso de los tajamares hasta las pilastras del petril se consigue con un pequeño contrafuerte, rematándose por una sencilla moldura que actúa a modo de impostra para el arranque de arcos. 

Este acueducto fue construido para mejorar el suministro de agua de la ciudad ya que incluso para la época, Málaga carecía de las más elementales medidas higiénico sanitarias, aunque ya desde la época romana se conocen datos con intentos, propuestas y proyectos encaminados a potenciar y mejorar el suministro de la ciudad.","DISEMINADO VALLADARES, 10 ",POINT (370954.761828331 4076887.74840155),,,,,,PRIVADA,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7309,4336,Parque de Málaga,"Limitado por la Alameda Principal y el Paseo de España que corre paralelo al Muelle de Guadiaro, el parque se extiende desde la Plaza del General Torrijos hasta la Plaza de la Marina. Consta de tres paseos de 800 metros de longitud y diez de anchura uno en el lado Norte y dos en la banda Sur del gran paseo central para vehículos, de 25 metros de ancho y el mismo eje de la Alameda principal, de la que es continuación. La superficie total es de más de 30.000 metros cuadrados, si se unen la rosaleda rodeada de naranjos y de cipreses, junto a la Casa Consistorial y los llamados Jardines de Puerta Oscura.
","PASEO DEL PARQUE, 1 ",POINT (373259.6350930898 4064615.6547216475),,,,,,MUNICIPAL,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7308,4352,Plaza del Obispo,"Se abre delante de la fachada principal del Palacio Episcopal, al lado de la Catedral. Es una reducida plaza de gran interés monumental, caracterizada pos sus pequeñas dimensiones, encerrada por dos grandes edificios religiosos y con una bella fuente de 1785 de la que surtían las aguas del acueducto de San Telmo. ","PLAZA DEL OBISPO, 1 ",POINT (373170.58441128366 4064749.501496008),,,,,,MUNICIPAL,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7307,4350,Palacio de Miramar,"PERIODO Siglo XX. DESCRIPCIÓN: Antiguo hotel Miramar y anterior hotel Príncipe de Asturias, es obra del arquitecto Guerrero Strachan, construido entre los años 1921-1926, fue remodelado en 1987 para albergar el Palacio de Justicia. Destaca, como en otras obras de este arquitecto, la individualización de tejados a distinto nivel y sobre todo, el juego de policromía de su fachada combinando los paramentos de color ocre con el beige de las pilastras almohadilladas y los refuerzos angulares, la pintura del pabellón, la cerámica del barandal de la terraza y los aleros, los jarrones, etc. La fachada del mar, con sus torres abiertas, el colorismo de los tejados y aleros y el movido diseño de los huecos, ofrece una arquitectura alegre más adecuada a la primitiva función de hotel que a la que ejerce actualmente. En el interior destaca el patio, cuadrada con arquerías de medio punto sobre columnas de capitel neoplateresco y decoración del mismo estilo en el cuerpo superior. En el lado orientado al mar, se encuentra el antiguo salón de Baile, con grandes ventanales hacia el jardín, y ornato de yeserías en la cubierta.","PASEO DE REDING, 22 ",POINT (374243.81726214895 4064820.492112145),,,,,,AUTONOMICA,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7306,4308,"Plaza de Toros  ""La Malagueta"".","Construida en el año 1874 por Joaquín Rucoba, en estilo neomudéjar, en terrenos de La Malagueta, tiene una capacidad para 14.000 personas. La inauguración tuvo lugar el 11 de junio de 1876. En sus dependencias se encuentra ubicado el Museo Taurino que ofrece al visitante un amplio recorrido por el mundo de los toros.","PASEO DE REDING, 8 ",POINT (374018.54168397846 4064825.7433065786),,,,"10:00 a 14:00 h. Lunes a viernes.
Sábados y domingos cerrados","Adultos 1.80 euros, niños gratis hasta los 7 años.",AUTONOMICA,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7305,4323,Casas de Félix Sáenz,"Dos bloques de casas realmente espectaculares conocidas como Casas de Félix Sáenz. Fueron mandadas a construir por este comerciante malagueño para el alquiler y como tales se conservan. Ambos bloques datan de 1922, y se debe a la imaginación de Fernando Guerrero Strachan. Son edificios estructurados en tres pisos, más bajo y torres en los que se articulan las fachadas con entrantes y salientes que se cubren con vertientes de diferentes alturas, originando pabellones de aleros volados, terrazas, miradores y acristalamientos. Todo ello proporciona unos edificios de gran riqueza cromática, acentuada a primeras horas de la mañana y media tarde. Muy amante de las reminiscencias históricas, Guerrero Strachan se acoge en las Casas de Félix Sáenz al Neorrenacimiento en la composición general y en los detalles decorativos de una de ellas, enlazando con el neomudéjar en el empleo de los materiales y aleros volados de la otra. 
","PASEO DE REDING, 37 ",POINT (374144.9918972393 4064848.6569269337),,,,,,PRIVADA,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7304,4357,Sociedad Económica,"El edificio creado en 1785, viene a ser ocupado primeramente por el Consulado del Mar, donde más tarde se establece el Colegio de los Jesuitas en parte de sus dependencias. Es un edificio que se convierte en ejemplo típico de la arquitectura doméstica del siglo XVIII, con balcones corridos en sus pisos superiores donde se abren huecos regulares y patio central rodeado de galerías voladas. El componente más significativo lo constituye la majestuosa portada de mármol veteado, que representa una alegoría del Montepío de Socorro a los Cosecheros del Obispo de Málaga (vino, aguardiente, pasas, higos, almendras y aceite) y su función benéfica para con la ciudad mediante una escena donde los citados productos están representados por el olivo, la higuera, el almendro y la vid. En este edificio, que fue declarado Monumento Arquitectónico Artístico en 1932, se instalaron otras muchas instituciones: la Sociedad Económica de Amigos del País en 1790, la Real Academia de Bellas Artes de San Telmo en 1850, la escuela de Bellas Artes, el incipiente Museo de Bellas Artes, colegios y otros. Aunque desde 1961 hasta nuestros días, es la Sociedad Económica la que tiene su sede en este edificio. 

","PLAZA DE LA CONSTITUCIÓN, 7 ",POINT (372985.9195973066 4064898.900875089),,,,,,PRIVADA,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7303,4337,Antigua Escuela de Bellas Artes,"Aunque Picasso no estudiara, por su edad, en la malagueña Escuela de Bellas Artes de San Telmo, sí tuvo la oportunidad de ver, desde muy niño, el ambiente que se respiraba en aquellas aulas donde los jóvenes se iniciaban en el arte de color, el carbón y la línea. Siendo su padre profesor de Dibujo Líneal y Adorno de la Escuela malagueña, ésta, situada en la Plaza de la Constitución a la entrada de calle Compañía, fue el primer lugar donde Pablo Picasso entró en contacto con los modelos clásicos de yeso que, pocos años después, en La Coruña y Barcelona, copiara como obligada asignatura para sus estudios. La cantera de pintores que pasaron por las aulas de San Telmo fueron también maestros y amigos de José Ruiz Blasco, y, por consiguiente, muchos de ellos, de un incipiente Picasso, de los que tomó éste claro ejemplo como diestro alumno para sus obras posteriores. Bernardo Ferrándiz, Muñoz Degrain, Martínez de la Vega o Moreno Carbonero hicieron, del arte del último tercio del XIX, el siglo de Oro de la pintura malagueña, de la cual Picasso sacó provecho viendo, de primera mano, la magnitud de las grandes escenas históricas, tan en boga por entonces. Actualmente, el edificio es sede del Ateneo de Málaga. Cuenta con sala de exposiciones en las que tienen lugar muestras de Artes Plásticas. Es visitable.
","PLAZA DE LA CONSTITUCIÓN, 3 ",POINT (372997.00403248216 4064850.8327542315),www.ateneomalaga.org,info@ateneomalaga.org,,De lunes a Viernes: 18:00 - 21:30 h. ,,MUNICIPAL,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7302,4318,Antiguo Conservatorio María Cristina,"Periodo: siglos XV-XIX. En sus orígenes fue el denominado Convento de San Francisco, construido a finales del siglo XV y deshabitado tras la desamortización de Mendizábal. Luego, el edificio lo ocupó el Liceo de Málaga y la Sociedad Malagueña de Ciencias, y ya en 1880 fue sede del Conservatorio de Música María Cristina, hasta su traslado en 1971. Cuenta en su interior con murales de Nogales Sevilla, Sixto Cappa, Martínez de la Vega, Denis Belgrano, Moreno Carbonero, Emilio Ocón, Muñoz Degrain, Ponce, Nogales, Alvarado, Blanco Coris, Merino y Simonet. Del exterior destaca su hermosa torre mudéjar. Fue reconstruido por el arquitecto Enrique Atencia Molina y forma parte actualmente de la Fundación Unicaja teniendo lugar en ella diversas actividades culturales. En este Liceo, verdadero museo pictórico y biblioteca del XIX, en una de sus piezas llamada 'El Senado' se celebraron las tertulias de sus socios más distinguidos, y fue aquí donde Pablo Picasso sería bautizado con champán por Martínez de la Vega, con motivo del éxito obtenido por el joven artista en las exposiciones Nacional y Provincial de Bellas Artes de 1897, con su obra 'Ciencia y Caridad.","CALLE MARQUÉS DE VALDECAÑAS, 2 ",POINT (372926.75704062707 4065251.5136856954),,,,,,PRIVADA,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7301,4346,Plaza de la Constitución,"La plaza Mayor o de las cuatro calles, como era llamada por los nazaríes, pasó a llamarse de la Constitución en 1812. La Plaza de la Constitución ha sido el corazón del centro histórico de la ciudad desde los tiempos de los cristianos. Así, este espacio abierto ha sido desde finales del siglo XV hasta nuestros días el espacio público y político de la ciudad por excelencia, ya que puede decirse que todos los grandes acontecimientos políticos ocurridos en la España moderna y contemporánea han tenido lugar en este espacio abierto. En ella estuvo la Casa Capitular o Ayuntamiento hasta 1869; también estuvieron otros edificios como la Casa del Corregidor, la cárcel, la Audiencia y el Colegio de los  Jesuitas.","PLAZA DE LA CONSTITUCIÓN, 1 ",POINT (373020.74242871685 4064851.464545647),,,,,,MUNICIPAL,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-7300,4306,Palacio Episcopal.  Sala de Exposiciones,"Periodo: Siglo XVI - XVIII.Se conoce con este nombre a un conjunto de edificios que delimitan una amplia manzana comprendida entre las calles de Santa María, Molina Lario, Salinas, Fresca y Plaza del Obispo.Se trata de un conglomerado de construcciones diversas, de distintas formas y estilos, que han experimentado innumerables transformaciones a lo largo del tiempo en función de las necesidades de uso. Exposición permanente de arte africano y contemporáneo. Ars Málaga.","PLAZA DEL OBISPO, 6 ",POINT (373171.0284218524 4064779.4547071927),,,,De 10:30 a 20:30 h. de martes a domingo.,"General: 4 euros 
Visitas guiadas: 6 euros 
Residentes de Málaga y provincia: 3 euros
Niños menores de 12 años: Gratis 
Estudiantes menores de 26 años, desempledos, mayores de 65 años, pensionistas y discapacitados: 2 euros. 
Grupos (más de 20 pax), reserva anticipada, 
con visita guiada: 2 euros.
Entrada general combinada: (Ars Málaga + Catedral): 7 euros
Entrada reducida combinada: (Ars Málaga + Catedral): 5 euros (grupos + 30 personas).",PRIVADA,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-72ff,4314,Iglesia del Sagrario,"Periodo: Siglos XV-XVIII. Se encuentra junto a la Catedral. Lo más destacable en ella es su portada, que da a calle Santa María, frente al hospital de Santo Tomé. Es de estilo gótico isabelino y en su parte superior aparecen el cardenal Pedro de Mendoza y el confesor de la reina Isabel la Católica, Hernado de Talavera, ofreciendo a la Virgen la mezquita ya consagrada. También es digno de mención el retablo plateresco.","CALLE SANTA MARÍA, 22 ",POINT (373210.92634319724 4064826.856935621),,,,9:30 a 12:30 h. y  18:30 a 19:30 h. (martes a sábado),,PRIVADA,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-72fe,4338,Fuente de Génova,"Periodo: Siglo XVII. La Fuente de Carlos V, también conocida como la Fuente de Génova del siglo XVI, es una graciosa manifestación del renacimiento italiano. Fuente de mármol, que la tradición considera genovesa y llegada a Málaga en circunstancias no claras, aunque se sabe documentalmente que el Ayuntamiento pagó por ella más de 1000 ducados. Está decorada con motivos acuáticos, ninfas, niños con delfines, etc. Cuenta de una gran taza dodecagonal decorada con motivos estriados, de cuyo centro arranca un vástago dividido en varios cuerpos. El inferior presenta tres figuras de sirenas con sus colas entrelazadas sosteniendo coronas de flores y en el inmediatamente superior hay otras tres figuras femeninas semidesnudas con delfines que quizás representan a las ninfas, sobre este cuerpo se abre otra taza con mascarones en los bordes que escupen el agua y de ella arranca un pedestal con tres figuras, también entrelazadas una de las cuales parece representar a Neptuno. De otra pequeña taza, muy desgastada con restos de cabecitas de puttis, surge un vástago decorado con figuras de niños con delfines en los hombros y se corona con un águila. ","PLAZA DE LA CONSTITUCIÓN, 5 ",POINT (373017.24458116957 4064890.478750711),,,,Exposición pública 24 horas al día 365 días al año,,MUNICIPAL,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-72fd,4316,Mercado Central de Atarazanas,"Periodo: Siglo XIX. El nombre que recibe el hoy Mercado Central se debe a que en su lugar estuvo un edificio llamado las Atarazanas (que significa taller o lugar de fabricación). El actual edificio se construyó en el siglo XIX, por el arquitecto Joaquín de Rucoba, permaneciendo de la anterior edificación sólo la puerta, labrada en mármol.","CALLE ATARAZANAS, 10 ",POINT (372826.4388351902 4064553.7679566112),http://www.malaga.eu,,,De 8:00 a 14:00 de lunes a sábado.,,MUNICIPAL,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-72fc,4321,Capilla de San Lázaro,"Periodo: Siglo XV.

Fue fundada por los Reyes Católicos en 1491; en un principio como parte del Hospital que aquí se situara, en la actualidad sólo se conserva la capilla.

La capilla es de estilo mudéjar, tiene una sola nave con el presbiterio en alto y se cubre con dos armaduras de madera, cuadrada la del presbiterio y rectangular la de la nave. Desde 1711, la capilla es sede de la Hermandad Sacramental de Nuestro Padre Jesús de los Pasos del Monte Calvario y María Santisima del Rocio, agregada esta última más tarde.

Entre la imaginería destaca un San José del siglo XVII y las respectivas imágenes de las cofradias inicialmente distintas: en el altar mayor en un retablo neobarroco se encuentra situada la imagen de vestir de la Virgen del Rocío y en el altar lateral la de Jesús Nazareno de los Pasos en el Monte Calvario. También destaca la cripta-enterramiento, cubierta con bóveda de cañón, en donde se realizaron a finales del siglo XVII, unas pinturas de gran expresividad reflejando la transición entre la vida y la muerte. Los nichos coronados por cráneos con tibias cruzadas y los emblemas mortuorios que encarnan a las parcas y a la muerte, componen una escalofriante alegoría.","PLAZA DE LA VICTORIA, 19 ",POINT (373766.21881140216 4065500.938782344),http://www.diócesismálaga.es/sanlazaro,sanlazaro@diocesismalaga.es,,"INVIERNO Diario: 18.30 - 19.30 h. 
Domingos y festivos: 10.00 - 11.30 y 12.30 y 19.30 h. 
VERANO Diario: 19.00 y 20.00 h. Domingos y festivos: 10.00 - 11.30 y 20.00 h.",,PRIVADA,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-72fb,4310,Iglesia de San Felipe Neri,"Periodo: Siglo XVIII.El origen de la iglesia está en una capilla que el Conde de Buenavista edificó entre 1720-1730, al lado de una casa palacio que poseía en la calle Gaona. Se abrió al culto en 1785.La fachada de la iglesia responde a un diseño clásico, con portada en dos cuerpos entre dos torres salientes. Las portadas laterales, rematadas con robustos elementos curvos responden a un diseño más integrado en las formas finales del siglo XVIII. Son interesantes los escafriados que decoran la primitiva capilla en su muro exterior, formando dibujos geométricos entrelazados en rojo y ocre; cronológicamente responden a la decoración del primer cuarto del siglo XVIII.Como obras destacadas encontramos tallas de vestir, la Virgen de Consolación y Lágrimas de la Archicofradía de la Sangre, del siglo XVIII (restaurada en 1972 por Álvarez Duarte) y el Crucificado, obra de Francisco Palma Burgos (1941). En el presbiterio es de destacar el baldaquino de corte neoclásico, obra realizada en 1795 en mármoles polícromos y madera, atribuido a José Martín de Aldehuela. En el otro lado de la iglesia encontramos un Ecce-Homo en barro policromado del siglo XVIII. La capilla central la ocupa el retablo de la Orden Tercera de Siervos de María, realizado en el siglo XX, talla dorada del siglo XVIII, y lo preside la Virgen de los Dolores, imagen de vestir de Fernando Ortíz. Sobre el balcón del Coro, un escudo de la orden de los filipenses es el único resto de la caja del órgano que realizó Aldehuela.","CALLE CABELLO, 20 ",POINT (373072.33457307046 4065352.3741221414),http://www.diocesismalaga.es,,,"Mañana de Martes a Viernes: 9:00 a 12:00 h. 
Tardes de Martes a Jueves: 17:00 a 19:30 h.",,PRIVADA,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-72fa,4317,Casa del Jardinero,"Periodo: Siglo XX. Construida en 1908, fue utilizada como vivienda por el jardinero mayor del Ayuntamiento. Se encuentra rodeada de una frondosa vegetación, que casi la oculta desde el exterior. La construcción es de escasas dimensiones y ocupa el centro del jardín, lo que permite su observación desde todos los ángulos.","AVENIDA DE CERVANTES, 1 ",POINT (373501.4785205601 4064714.643173625),,,,,,MUNICIPAL,No,Si,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-72f9,4358,Rectorado de la Universidad de Málaga. Antiguo Edificio de Correos. Sala de exposiciones.,"PERIODO Siglo XX. Edificio proyectado por Teodoro de Anasagasti, inagurado en 1923, para albergar las dependencias de correos. Su estilo Neomudéjar lo convierte en un hito arquitectónico muy valorado. Es de planta cuadrada con las esquinas de la fachada principal redondeadas, en las cuales se empotran unas torrecillas circulares, la de la izquierda sobresale en altura y se cubre con un tejadillo que le da una apariencia oriental. Edificio decorativo que mantuvo siempre una relación entre la estética y la funcionalidad, que prima por encima de cualquier otra consideración en el edificio. Este antiguo edificio de Correos y Telégrafos, ejerció su función hasta 1986. En la actualidad ha sido rehabilitado para convertirse en la sede del Rectorado de la Universidad de Málaga. ","AVENIDA DE CERVANTES, 2 ",POINT (373585.0772020241 4064750.025060442),http://www.uma.es,,,,,AUTONOMICA,No,No,
da_cultura_ocio_monumentos.fid--4e730cdc_188ffd7fa71_-72f8,4320,Banco de España,"PERIODO
Siglo XX

Edificio de porte neoclásico, diseñado por el arquitecto José Yarnoz entre 1933-36. El modelo templario greco-romano que lo representa no se reproduce con exactitud en el inmueble, que potencia su sentido de estabilidad. El pórtico columnado, que preside el frente principal hacia el Parque, representa el principal enlace con la arquitectura histórica. Remite a la idea de gran edificio publico, tanto antiguo como contemporáneo. Presenta tres plantas con un imponente pórtico hexástilo de orden corintio muy acorde con la imagen simbólica y estable de una sede bancaria.","AVENIDA DE CERVANTES, 3 ",POINT (373586.371875051 4064738.5968109174),,,,,,PRIVADA,No,No,
